ID,item,prompt,response,jrt,text,label
92-study_2-7318,10,10,what is the maximum speed it can go ,2.2444065,A creative research question for an unexplored part of the ocean floor is what is the maximum speed it can go ,0.4002797
49-study_4-16786,11,11,what does the planet smell like?,3.1966558,A creative research question for a new planet outside of our galaxy is what does the planet smell like?,0.57010907
116-study_1-4440,6,6,see if behavior in animals become more 'out of its character' when they are with each other vs with humans.,2.641375,A creative experiment for testing if animals have a sense of humor is see if behavior in animals become more 'out of its character' when they are with each other vs with humans.,0.4710773
60-study_2-6814,9,9,ask your cousin what the person next to him is thinking. before hand tell the person that your cousin will attempt to read his mind and see what your cousin says the person is thinking. ,2.7917216,A creative experiment for testing mind-reading abilities is ask your cousin what the person next to him is thinking. before hand tell the person that your cousin will attempt to read his mind and see what your cousin says the person is thinking. ,0.4978909
73-study_4-17466,11,11,How big is it,1.3810165,A creative research question for a new planet outside of our galaxy is how big is it,0.24629804
147-study_1-5715,5,5,"construction, a plumbing issue that a pipe goes through and they are trying to find which pipe and where the leak is",3.5318172,"A creative hypothesis for why there are massive holds in a field is construction, a plumbing issue that a pipe goes through and they are trying to find which pipe and where the leak is",0.6298836
21-study_2-6192,10,10,are there any new plant species?,2.7355237,A creative research question for an unexplored part of the ocean floor is are there any new plant species?,0.48786828
dupe_average,11,11,How big is this planet?,1.3810165,A creative research question for a new planet outside of our galaxy is how big is this planet?,0.24629804
93356-study_3-4183,8,8,There are less organisms in one of them,2.294373,A creative hypothesis for why water is warmer in one lake than another is there are less organisms in one of them,0.40919104
92284-study_3-2441,13,13,The school has a much happier environment,2.1917717,A creative hypothesis for why students sing in hallways at a new school is the school has a much happier environment,0.39089257
192-study_2-8843,11,11,does it support life,1.4124805,A creative research question for a new planet outside of our galaxy is does it support life,0.2519095
99-study_1-3745,1,1,how come they don't speak,1.5089712,A creative research question for a remote island with nonverbal communication is how come they don't speak,0.2691182
25-study_2-6257,2,2,dogs and cats are attracted to different human characteristics,2.4328437,A creative hypothesis for why dogs like one friend and cats like another is dogs and cats are attracted to different human characteristics,0.43388668
93514-study_3-5229,6,6,"This would require an observational period. If the animals behaviors were observed and documented, scientists could review the footage and determine patterns in the behavior.",2.8060844,"A creative experiment for testing if animals have a sense of humor is this would require an observational period. if the animals behaviors were observed and documented, scientists could review the footage and determine patterns in the behavior.",0.50045246
